Text,Group,Region,Dimension,Type,Theme,Priority
Clear definition of case management / home assistance,5,F,PC,Facilitator,Role clarification,0
"Added value of these functions is recognised (multidisciplinary consultation, teamwork, case manager)",5,F,PC,Facilitator,Role clarification,0
Make responsibilities clear,5,F,PC,Facilitator,Role clarification,0
"Recognise each other's expertise (e.g. pharmacist and general practitioner) and work complementarily (e.g. training pharmacists for vaccination, home GP could also do more)",5,F,PC,Facilitator,Role clarification,0
Create new functions or new roles? New functions = (potential) additional fragmentation,5,F,PC,Barrier,Role clarification,0
Conservationism of different professions,5,F,PC,Barrier,Role clarification,0
Different understanding of what is case management,5,F,PC,Barrier,Role clarification,0
The power of the mastodons (larger organisations run with projects/working groups and leave small players behind so you start from the mastodon's mind rather than from need),5,F,PC,Barrier,Stakeholder participation in the process,0
Segregation / pillarisation,5,F,PC,Barrier,Stakeholder participation in the process,0
Less room for coordination because of covid,5,F,PC,Barrier,,0
"Use of data on indicators. Data collection/reliability of data. Follow-up of data, etc. ",5,F,PC,Barrier,,0
Pilot projects on integrated care experiment with coordination and multidisciplinary cooperation,5,F,PC,Facilitator,Innovation/Learning system,0
Using the Sofa model for informal care support (cf. Dementia Flanders Reference Framework),5,F,PC,Facilitator,Innovation/Learning system,0
Inter-federal testing grounds,5,F,PC,Facilitator,Innovation/Learning system,0
An accessible helpline for rare diseases,5,F,PC,Facilitator,Patient orientation,0
Targeted Care,5,F,PC,Facilitator,Patient orientation,0
Education is not a federal matter,5,F,CB,Barrier,State structure/jurisdiction,0
Redesigning health professions to a broader framework of wellbeing and not only health,5,F,CB,Facilitator,Shared vision,1
Registration related to spiritual care should also be given a place so that one learns a lot about these specific needs and language from all disciplines,5,F,CB,Facilitator,Shared vision,1
The fact that there is still too much thinking on one's own organisational level,5,F,CB,Barrier,Shared vision,1
Specific training is lacking e.g. on ICT use and opportunities,5,F,CB,Barrier,Shared vision,1
Long-term thinking is difficult!,5,F,CB,Barrier,Shared vision,1
Initiatives mainly at micro and meso level: national campaign on integrated care can facilitate this,5,F,CB,Barrier,Shared vision,1
"Very large diversity of actors with completely different scope, size and financing, resources, many internal changes, covid, ... The formation of a vision and its importance are recognised, but putting it into practice comes up against various obstacles",5,F,CB,Barrier,Shared vision,1
Rare diseases networks: knowledge sharing,5,F,CB,Facilitator,Competences,1
Give multidisciplinary training and award the necessary credits for it,5,F,CB,Facilitator,Competences,1
Insecurity skills (https://onzekerezaken.nl/ ),5,F,CB,Facilitator,Competences,1
"Strengthening of competences and attention in basic education seems essential, a mind shift is needed",5,F,CB,Facilitator,Competences,1
Art thinking (https:// www.artthinkingcollective.org/ ),5,F,CB,Facilitator,Competences,1
Good practices in spiritual care,5,F,CB,Facilitator,Competences,1
"In pilot projects on integrated care, there are already many training courses for both patients and care providers. There are also collaborations with universities and/or colleges",5,F,CB,Facilitator,Competences,1
Shortage of staff,5,F,CB,Barrier,Resources,1
Turnover of experienced staff,5,F,CB,Barrier,Resources,1
"There is training, but not systematically",5,F,CB,Barrier,Resources,2
Over-supply/over-lap?,5,F,CB,Barrier,Resources,1
"Clarify roles and responsibilities so that, for complex (and rare) conditions, expertise weighs in and guides the monitoring and management of the disease",5,F,CB,Facilitator,Role clarification,0
Territorial discussion nursing staff/carers,5,F,CB,Barrier,Role clarification,0
Training programmes on various campuses,5,F,CB,Barrier,Role clarification,0
Danger of creating too many new functions ( inventory of existing functions and see if a role can be added to it),5,F,CB,Barrier,Role clarification,0
"The idea that in the multitude of organisations another (service) will take care of the request. Unfortunately, this idea is held by many, as a result of which patients are referred further and further, (and sometimes even end up back at their starting point) without actually being helped anywhere",5,F,CB,Barrier,Role clarification,0
Bringing expertise into home care,5,F,CB,Barrier,Role clarification,0
Research on how rare expert knowledge is transferred to a context of integrated local care organisation,5,F,CB,Facilitator,Learning system,0
Dutch research and project on spiritual care in home care as good practice,5,F,CB,Facilitator,Learning system,0
Are lessons from previous research sufficiently taken into account?,5,F,CB,Barrier,Learning system,0
Chronic care pilot projects,5,F,CB,Facilitator,,3
"There are already initiatives through which ""idea"" is already known, this can be a first step forward",5,F,CB,Facilitator,,0
Training for caregivers on how to involve patients in care pathways,6,F,CE,Facilitator,Shift in attitude of care providers,0
Being open to change,6,F,CE,Facilitator,Shift in attitude of care providers,0
"As yet, there is little evidence of effective added value. Makes it difficult to achieve a mind shift",6,F,CE,Barrier,Shift in attitude of care providers,0
Shift in mentality needed from caregivers -> handing over the reins,6,F,CE,Barrier,Shift in attitude of care providers,0
"Different perspectives (from ""self-interest"")",6,F,CE,Barrier,Shift in attitude of care providers,0
Organisations are often not yet ready to make changes to internal organisation,6,F,CE,Barrier,Shift in attitude of care providers,0
(General) practitioners find it difficult to tolerate task shifts,6,F,CE,Barrier,Shift in attitude of care providers,0
What's in it for me?,6,F,CE,Barrier,Shift in attitude of care providers,0
Still too often very protectionist thinking from own discipline,6,F,CE,Barrier,Shift in attitude of care providers,0
Empowerment,6,F,CE,Facilitator,Shift in attitude PZOV,0
Development of educational material but still too often only in hospital,6,F,CE,Facilitator,Shift in attitude PZOV,0
More awareness by citizens and patients needed,6,F,CE,Facilitator,Shift in attitude PZOV,0
Patient/citizen dependence,6,F,CE,Facilitator,Shift in attitude PZOV,0
Limited knowledge when not in need of care,6,F,CE,Facilitator,Shift in attitude PZOV,0
Shift in attitude of patients needed: the idea of integrated care and their role therein often not well known (competence development needed),6,F,CE,Barrier,Shift in attitude PZOV,0
E-health plan: offers patients the opportunity to follow up on their care,6,F,CE,Facilitator,Health literacy,3
Empower patients and informal carers by offering them tools as well,6,F,CE,Facilitator,Health literacy,3
Health literacy not always sufficient,6,F,CE,Barrier,Health literacy,3
Health literacy of patients ,6,F,CE,Barrier,Health literacy,3
Not everyone is familiar with these terms: both the patient and each citizen,6,F,CE,Barrier,Health literacy,3
Digital accessibility,6,F,CE,Facilitator,EPD/data sharing,0
Access to file,6,F,CE,Facilitator,EPD/data sharing,0
E-health platform with tools for patients - disease monitoring,6,F,CE,Facilitator,EPD/data sharing,0
Mynexuz of other patient portals,6,F,CE,Facilitator,EPD/data sharing,0
"Various ehealth ""tools""",6,F,CE,Facilitator,EPD/data sharing,0
Specific knowledge IT healthcare,6,F,CE,Barrier,EPD/data sharing,0
High-performance digital data sharing in primary care and transmural settings,6,F,CE,Barrier,EPD/data sharing,0
Lack of a single electronic file across institutions,6,F,CE,Barrier,EPD/data sharing,1
Various electronic platforms,6,F,CE,Barrier,EPD/data sharing,2
Cooperation with patients (patient panel in WGKL),6,F,CE,Facilitator,Role/commitment of the patient,0
Communication plan with clear objective/vision on integrated care so that everyone is on the same page,6,F,CE,Facilitator,Role/commitment of the patient,0
Patient training on role in integrated care approach,6,F,CE,Facilitator,Role/commitment of the patient,0
Adapt RD 78 according to the needs of citizens and patients,6,F,CE,Facilitator,Role/commitment of the patient,0
Involving patient organisations in decision-making processes,6,F,CE,Facilitator,Role/commitment of the patient,0
"Authority of an expert by experience or a fellow sufferer is often great, but different and additional to that of a ""professional""",6,F,CE,Facilitator,Role/commitment of the patient,0
Multilingualism and multiculturalism of patients,6,F,CE,Barrier,Role/commitment of the patient,0
Vulnerable patient groups,6,F,CE,Barrier,Role/commitment of the patient,0
Generation/ wealth gap: tools to support self-determination often not accessible to everyone,6,F,CE,Barrier,Digital divide,0
Case managers integrated care ,6,F,CE,Facilitator,,0
"Projects of home hospitalisation (chemo at home, AB therapy)",6,F,CE,Facilitator,,0
Unambiguous communication,6,F,CE,Facilitator,Communication,0
Open communication,6,F,CE,Facilitator,Communication,0
Use of interpreters for non-native speakers,6,F,CE,Facilitator,Communication,0
Providing more information to patients and citizens about what we mean by this,6,F,CE,Facilitator,Communication,0
Language/Culture,6,F,CE,Barrier,Communication,0
The same language is not spoken between care providers (e.g. from home to home VP in recovery work),6,F,CE,Barrier,Communication,0
Know each other's offers,6,F,CE,Facilitator,Transparency of offers,1
Knowledge of each other's offers,6,F,CE,Facilitator,Transparency of offers,1
Need for better knowledge on psychologists convention,6,F,CE,Barrier,Transparency of offers,1
Role of hospitals becomes unclear in this story,6,F,CE,Barrier,Transparency of offers,1
Need for a different kind of funding to assist people in the home situation,6,F,CE,Barrier,Different funding,1
Offer intersectional shared vision and education,6,F,SG,Facilitator,Shared vision,3
Unclear vision from government,6,F,SG,Barrier,Shared vision,3
There is no shared vision nor intersectoral training offered,6,F,SG,Barrier,Shared vision,3
"In Belgium, public health is still too often pigeonholed into different organisations",6,F,SG,Barrier,Shared vision,2
"Everything is connected to each other, which means that change processes do not advance",6,F,SG,Barrier,Shared vision,2
Initiate discharge management upon admission and ensure greater coordination of care between the hospital and the care team in the home situation,6,F,SG,Facilitator,Link first-second line,2
In cooperation with hospitals: green envelope actions,6,F,SG,Facilitator,Link first-second line,1
Lack of discharge management in the hospital,6,F,SG,Barrier,Link first-second line,1
Fractionated working,6,F,SG,Barrier,Link first-second line,1
Transmural structures function poorly: ELZ and hospital networks and chronic care do not find each other,6,F,SG,Barrier,Link first-second line,1
Difference in carrying capacity at local level between organisations and individual care and assistance providers,6,F,SG,Barrier,Fragility of first-line structures,0
Policy from Flanders and the Federal level interferes in the work field,6,F,SG,Barrier,Fragility of first-line structures,0
"Flanders : 60 ELZ with care grades : no structural financing for care providers, federations and umbrella organisations",6,F,SG,Barrier,Fragility of first-line structures,0
Link between local authorities and first line,6,F,SG,Barrier,Fragility of first-line structures,1
Covid19 has given many impulses for better cooperation in primary care,6,F,SG,Facilitator,Experience gained from covid,0
Opportunities and efficiency of local authorities and ELZ have been demonstrated by the covid approach,6,F,SG,Facilitator,Experience gained from covid,0
Funding for additional tasks of care providers,6,F,SG,Facilitator,Legal/financial framework,1
Involving experts by experience. That is breaking new ground by doing something that is not yet too well regulated,6,F,SG,Facilitator,Legal/financial framework,1
Funding models,6,F,SG,Facilitator,Legal/financial framework,4
"See positivity and see what is possible, share these good practices",6,F,SG,Facilitator,Legal/financial framework,1
No legal and financial framework for new healthcare professionals such as nurse specialists,6,F,SG,Barrier,Legal/financial framework,1
Task shifting between disciplines is difficult with all kinds of lists of actions,6,F,SG,Barrier,Legal/financial framework,1
Individual agreement committees each striving for their own profession. Need for an integrated agreement committee,6,F,SG,Barrier,Legal/financial framework,1
Exchange of personnel between actors,6,F,SG,Barrier,Legal/financial framework,1
"Because of the division of the state and different rules, you just get stuck (e.g. no joint formation possible because funding is different) discussing the rules and what is allowed rather than focusing on content.",6,F,SG,Barrier,Legal/financial framework,1
"More ageing, more need for care with fewer resources",6,F,SG,Barrier,Availability of resources,0
"No need for additional structures, but there is a need for additional support of care providers in the new social tasks",6,F,SG,Barrier,Availability of resources,0
In striving for circuitry: need for support FTE coordinator,6,F,SG,Barrier,Availability of resources,0
Regional care zones,6,F,SG,Facilitator,Cooperation at the meso level,0
Coordination and cooperation needed at the level of regional care zones,6,F,SG,Facilitator,Cooperation at the meso level,0
Cooperation in ELZ,6,F,SG,Facilitator,Cooperation at the meso level,0
Make intersectoral shared care agreements,6,F,SG,Facilitator,Cooperation at the meso level,0
"Strengthening the first line (11 different care professions), bringing them together at the different policy levels: e.g. RIZIV agreements commission integrated care",6,F,SG,Facilitator,Cooperation at the meso level,0
Which healthcare provider does what around the patient is not yet clear,6,F,SG,Barrier,Cooperation at the meso level,0
Too little sharing of best practices across organisations,6,F,SG,Barrier,Cooperation at the meso level,0
Alignment of authority funding Flanders vs. federal,6,F,SG,Barrier,Institutional complexity,1
Who works for which organisation and who has decision-making authority,6,F,SG,Barrier,Institutional complexity,1
Recognition of the umbrella organisation as a partner organisation for certain tasks,6,F,SG,Barrier,Institutional complexity,1
FOD initiates talks on locations - Flanders also works on low-threshold care: care providers cannot follow and lose overview ,6,F,SG,Barrier,Institutional complexity,1
Different actors (organisations) that have similar tasks/objectives,6,F,SG,Barrier,Fragmentation,0
Pilot projects testing new governance structures,6,F,SG,Facilitator,Insights/experiences from pilot projects,2
Practitioner support project in WGC,6,F,SG,Facilitator,Insights/experiences from pilot projects,2
"Transmural projects are worked out, but not shared enough",6,F,SG,Facilitator,Insights/experiences from pilot projects,2
"Pilot projects show that things can work after all, important in mind shift",6,F,SG,Facilitator,Insights/experiences from pilot projects,2
"Projects municipality on schedule in a number of municipalities with the support of local authorities and hospitals , starting from medication schedule",6,F,SG,Facilitator,Insights/experiences from pilot projects,2
Pilot projects that are not rolled out,6,F,SG,Barrier,Insights/experiences from pilot projects,2
"Increase in specialisations in nursing training, ability to use skills mix",6,F,SG,Facilitator,,0
Home nursing consortium,6,F,SG,Facilitator,,0
Use available expertise usefully and efficiently,6,F,SG,Facilitator,,0
All regions are different and need different approaches,6,F,SG,Barrier,Specificity of care regions,0
Providing a tool to share data with maximum involvement of the patient and the natural network,6,F,RI,Facilitator,Data sharing/GDPR,1
Therapeutic relationship gives access,6,F,RI,Facilitator,Data sharing/GDPR,1
GDPR,6,F,RI,Barrier,Data sharing/GDPR,1
GDPR legislation sometimes restrictive (being able to work well together),6,F,RI,Barrier,Data sharing/GDPR,1
Barriers to data sharing,6,F,RI,Barrier,Data sharing/GDPR,1
Integrated care in the field is not yet known,6,F,RI,Barrier,Scaling up / rolling out pilot projects,0
"Data sharing, professional secrecy",6,F,RI,Barrier,Professional secrecy,0
Lack of population-oriented initiatives,6,F,RI,Barrier,Population-based approach,0
How does a vulnerable patient find his way in all this? The starting point of the patient and patient segments is insufficient,6,F,RI,Barrier,Population-based approach,0
Tool missing to share data,6,F,RI,Barrier,Digital tools,1
Little/no knowledge and tools to carry out self-assessment,6,F,RI,Barrier,Digital tools,1
VAT on mutual services,6,F,RI,Barrier,,0
No well-developed preventive medicine,6,F,RI,Barrier,Preventive medicine,0
Reinstall MDO Psy with a neutral consultation organiser,6,F,RI,Facilitator,MDO,0
Reinstall MDO Psy,6,F,RI,Facilitator,MDO,0
"Many complex situations in the home situation overlap with VAPH GGZ and welfare, MDO Psy was an aid but has been discontinued",6,F,RI,Barrier,MDO,0
Benchmarking as an incentive to learn from each other,6,F,RI,Facilitator,Quality driven/impact driven approach,0
Too little sharing of best practices across organisations,6,F,RI,Barrier,Quality driven/impact driven approach,0
